# This file: https://hgdownload.soe.ucsc.edu/hubs/UCSC_GI.assemblyHubList.txt
# last update: 2022-09-02, 2320 assemblies listed
#
# Providing a listing of assembly resources available for display in
# the UCSC Genome Browser.  Tab separated list currently with six columns,
# additional columns may be added in the futue.
# Construct a short URL with the accession name to display this assembly
# in the genome browser. For example: https://genome.ucsc.edu/h/GCA_003369685.2
#
# Note: a clade with suffix '(L)' is found in the 'legacy' set of assemblies.
# 'legacy' are assemblies that have become outdated and superseded by newer
# and better assemblies.
#
# currently clade groupings found in the GenArk are:
# birds fish fungi invertebrate mammals plants primates vertebrate viral
#
# where 'vertebrate' are the 'other' vertebrates not alreaded included in
#    birds fish mammals primates
#
# 'invertebrate' can include a broad range of organisms including single
#    cell eukaryotic protists etc.
#
# 'viral' currently includes most viruses of interest related to human
#         pathogens
#
# future plans to include selected sets of bacteria and archaea assemblies
#
# accession	assembly	scientific name	common name	taxonId	GenArk clade
GCF_014851395.1	ASM1485139v1	Micropterus salmoides	largemouth bass	27706	fish
GCF_014858855.1	ASM1485885v1	Bufo gargarizans	Asiatic toad (SCDJY-AF-19 2020)	30331	vertebrate
GCF_014898055.1	MPIMG_talOcc4	Talpa occidentalis	Iberian mole	50954	mammals
GCF_014898295.1	ASM1489829v1	Botrytis byssoidea	ascomycetes B.byssoidea	139641	fungi
GCF_014898435.1	ASM1489843v1	Botrytis sinoallii	ascomycetes B.sinoallii	1463999	fungi
GCF_014898465.1	ASM1489846v1	Botrytis porri	ascomycetes B.porri	87229	fungi
GCF_014898535.1	ASM1489853v1	Botrytis deweyae	ascomycetes B.deweyae	2478750	fungi
GCF_014898765.1	PumYag	Puma yagouaroundi	jaguarundi	1608482	mammals
GCF_014905175.1	ASM1490517v1	Aphidius gifuensis	wasp A.gifuensis	684658	invertebrate
GCF_014905235.1	Bmori_2016v1.0	Bombyx mori	domestic silkworm (refseq 2020)	7091	invertebrate
GCF_014905685.1	NemWhi1	Nematolebias whitei	Rio pearlfish (Nwh7 v1 2020)	451745	fish(L)
GCF_014905685.2	NemWhi1	Nematolebias whitei	Rio pearlfish (Nwh7 v2 2021)	451745	fish
GCF_015039405.1	Cananz1	Cantharellus anzutake	basidiomycetes C.anzutake	1750568	fungi
GCF_015220075.1	bFalRus1.pri	Falco rusticolus	gyrfalcon	120794	birds
GCF_015220235.1	mChoDid1.pri	Choloepus didactylus	southern two-toed sloth	27675	mammals
GCF_015220715.1	fPygNat1.pri	Pygocentrus nattereri	red-bellied piranha	42514	fish
GCF_015220745.1	fSebUmb1.pri	Sebastes umbrosus	honeycomb rockfish	72105	fish
GCF_015227675.2	mRatBN7.2	Rattus norvegicus	Norway rat BN7.2	10116	mammals
GCF_015227805.1	bHirRus1.pri.v2	Hirundo rustica	barn swallow	43150	birds
GCF_015228065.1	NSTDA_Pmon_1	Penaeus monodon	black tiger shrimp	6687	invertebrate
GCF_015237465.1	rCheMyd1.pri	Chelonia mydas	green sea turtle (v1 2020)	8469	vertebrate(L)
GCF_015237465.2	rCheMyd1.pri.v2	Chelonia mydas	green sea turtle (v2 2021)	8469	vertebrate
GCF_015252025.1	Vero_WHO_p1.0	Chlorocebus sabaeus	green monkey WHO RCB 10-87	60711	primates
GCF_015345945.1	Tmad_KSU_1.1	Tribolium madens	black flour beetle	41895	invertebrate
GCF_015476345.1	ZJU1.0	Anas platyrhynchos	mallard (Pekin duck Z2 2020 Zhejiang U)	8839	birds
GCF_015476425.1	ASM1547642v1	Leptopilina heterotoma	wasp L.heterotoma	63436	invertebrate
GCF_015533775.1	ASM1553377v1	Penicillium roqueforti	ascomycetes P.roqueforti	5082	fungi
GCF_015586225.1	ASM1558622v1	Lucilia sericata	common green bottle fly	13632	invertebrate
GCF_015706575.1	ASM1570657v1	Patiria miniata	bat star	46514	invertebrate
GCF_015732765.1	VPISU_Cqui_1.0_pri_paternal	Culex quinquefasciatus	southern house mosquito	7176	invertebrate
GCF_015832195.1	Motacilla_alba_V1.0_pri	Motacilla alba alba	white wagtail	1094192	birds
GCF_015852505.1	mTacAcu1.pri	Tachyglossus aculeatus	Australian echidna	9261	mammals
GCF_016077235.1	ASM1607723v1	Cyprinodon tularosa	White Sands pupfish	77115	fish
GCF_016077325.2	ASM1607732v2	Equus asinus	ass (Dezhou 2021)	9793	mammals
GCF_016086655.2	UVic_Lsal_1.1	Lepeophtheirus salmonis	salmon louse (v1.1 2020)	72036	invertebrates(L)
GCF_016086655.3	UVic_Lsal_1.2	Lepeophtheirus salmonis	salmon louse (v1.2 2020)	72036	invertebrate
GCF_016097325.1	ASM1609732v1	Aspergillus melleus	ascomycetes A.melleus	138277	fungi
GCF_016097555.1	Gae_host_genome	Gigantopelta aegis	gastropods G.aegis	1735272	invertebrate
GCF_016161935.1	ASM1616193v1	Mauremys reevesii	Reeves's turtle	260615	vertebrate
GCF_016432855.1	SaNama_1.0	Salvelinus namaycush	lake trout	8040	fish
GCF_016433145.1	AgileGrace	Gracilinanus agilis	agile gracile mouse opossum	191870	mammals
GCF_016509475.1	Fcat_Pben_1.1_paternal_pri	Prionailurus bengalensis	leopard cat	37029	mammals
GCF_016545825.1	ASM1654582v1	Eucalyptus grandis	rose gum (2021)	71139	plants
GCF_016545835.1	ASM1654583v1	Crotalus tigris	tiger rattlesnake	88082	vertebrate
GCF_016617805.1	CSIRO_BtryS06_freeze2	Bactrocera tryoni	Queensland fruit fly	59916	invertebrate
GCF_016628075.1	Suipal1	Suillus paluster	basidiomycetes S.paluster FC165	48578	fungi
GCF_016647625.1	Suisu1	Suillus subalutaceus	basidiomycetes S.subalutaceus FC151	48586	fungi
GCF_016647635.1	Suisub1	Suillus subaureus	basidiomycetes S.subaureus MN1	48587	fungi
GCF_016647745.1	Suiplo1	Suillus plorans	basidiomycetes S.plorans S12	116603	fungi
GCF_016647785.1	Suifus1	Suillus fuscotomentosus	basidiomycetes S.fuscotomentosus FC203	1912939	fungi
GCF_016699345.1	BCM_Sbol_2.0	Saimiri boliviensis boliviensis	Bolivian squirrel monkey (100643 v2.0 BCM 2021)	39432	primates(L)
GCF_016699345.2	BCM_Sbol_2.1	Saimiri boliviensis boliviensis	Bolivian squirrel monkey (100643 v2.1 BCM 2021)	39432	primates
GCF_016699485.2	bGalGal1.mat.broiler.GRCg7b	Gallus gallus	chicken (matHap)	9031	birds
GCF_016700215.1	bGalGal1.pat.whiteleghornlayer.GRCg7w	Gallus gallus	white leghorn X broiler chicken (leghorn haplotype v1 2021 VGP)	9031	birds(L)
GCF_016700215.2	bGalGal1.pat.whiteleghornlayer.GRCg7w	Gallus gallus	white leghorn X broiler chicken (leghorn haplotype v2 VGP 2021)	9031	birds
GCF_016745375.1	EPA_FHM_2.0	Pimephales promelas	fathead minnow	90988	fish
GCF_016746235.2	Prin_Dtei_1.1	Drosophila teissieri	fly D.teissieri	7243	invertebrate
GCF_016746245.1	Prin_Dsan_1.0	Drosophila santomea	fly D.santomea (v1.0 2021)	129105	invertebrates(L)
GCF_016746245.2	Prin_Dsan_1.1	Drosophila santomea	fly D.santomea (v1.1 2021)	129105	invertebrate
GCF_016746365.1	Prin_Dyak_Tai18E2_2.0	Drosophila yakuba	fly D.yakuba (v1 2021)	7245	invertebrates(L)
GCF_016746365.2	Prin_Dyak_Tai18E2_2.1	Drosophila yakuba	fly D.yakuba (v2 2021)	7245	invertebrate
GCF_016746395.1	Prin_Dsim_3.0	Drosophila simulans	fly D.simulans (w501 v3.0 2021)	7240	invertebrates(L)
GCF_016746395.2	Prin_Dsim_3.1	Drosophila simulans	fly D.simulans (w501 v3.1 2021)	7240	invertebrate
GCF_016758755.1	Suidis1	Suillus discolor	basidiomycetes S.discolor FC423	1912936	fungi
GCF_016758775.1	Suicli1	Suillus clintonianus	basidiomycetes S.clintonianus FC179	1904413	fungi
GCF_016758785.1	Suibov1	Suillus bovinus	basidiomycetes S.bovinux UH-Sbo-P2	48563	fungi
GCF_016772045.1	ARS-UI_Ramb_v2.0	Ovis aries	Rambouillet sheep (U.Idaho 2021)	9940	mammals
GCF_016801865.1	TS_Cpip_V1	Culex pipiens pallens	northern house mosquito	42434	invertebrate
GCF_016802725.1	UNIL_Sinv_3.0	Solenopsis invicta	red fire ant (2021)	13686	invertebrate
GCF_016808335.1	P.virgatum_v5	Panicum virgatum	switchgrass	38727	plants
GCF_016835505.1	ASM1683550v1	Polypterus senegalus	gray bichir	55291	vertebrate
GCF_016859285.1	ASM1685928v1	Xiphias gladius	swordfish	8245	fish
GCF_016861625.1	AkawachiiIFO4308_assembly01	Aspergillus luchuensis	ascomycetes A.luchuensis IFO 4308	1069201	fungi
GCF_016861735.1	AchevalieriM1_assembly01	Aspergillus chevalieri	ascomycetes A.chevalieri M1	182096	fungi
GCF_016861865.1	ApuulaauensisMK2_assembly01	Aspergillus puulaauensis	ascomycetes A.puulaauensis MK2	1220207	fungi
GCF_016881025.1	HiC_Itri_2	Ictidomys tridecemlineatus	thirteen-lined ground squirrel (2021 HiC)	43179	mammals
GCF_016906535.1	ASM1690653v1	Rhizoctonia solani	basidiomycetes R.solani AG-1 IA	456999	fungi
GCF_016906955.1	ROS_Pafr_v1	Phacochoerus africanus	common warthog (WHEZ1 2021)	41426	mammals
GCF_016920705.1	AcolMOP1	Anopheles coluzzii	mosquito A.coluzzi	1518534	invertebrate
GCF_016920715.1	AaraD3	Anopheles arabiensis	mosquito A.arabiensis	7173	invertebrate
GCF_016920785.1	Ixodes_scapularus_ComboLowHiFi	Ixodes scapularis	black-legged tick (U.Maryland v1 2021)	6945	invertebrates(L)
GCF_016920785.2	ASM1692078v2	Ixodes scapularis	black-legged tick (U.Maryland v2 2021)	6945	invertebrate
GCF_016920845.1	GAculeatus_UGA_version5	Gasterosteus aculeatus aculeatus	three-spined stickleback	481459	fish
GCF_017311325.1	ASM1731132v1	Ursus maritimus	polar bear (UCSC 2021)	29073	mammals
GCF_017312705.1	Mj_TUMSAT_v1.0	Penaeus japonicus	crustacean P.japonicus	27405	invertebrate
GCF_017499595.1	MGC_Penvy_1	Psilocybe cubensis	magic mushroom	181762	fungi
GCF_017562075.2	AmerM5.1	Anopheles merus	mosquito A.merus MAF	30066	invertebrate
GCF_017589495.1	AALO_Geno_1.1	Alosa alosa	allis shad	278164	fish
GCF_017590055.1	ASM1759005v1	Onychostruthus taczanowskii	white-rumped snowfinch	356909	birds
GCF_017590135.1	ASM1759013v1	Pyrgilauda ruficollis	rufous-necked snowfinch	221976	birds
GCF_017591425.1	NIBS_Ocur_1.0	Ochotona curzoniae	black-lipped pika	130825	mammals
GCF_017591435.1	ASM1759143v1	Portunus trituberculatus	swimming crab	210409	invertebrate
GCF_017639235.1	C.kubaryi_AGA036_p1.0	Corvus kubaryi	Mariana crow	68294	birds
GCF_017639315.1	ASM1763931v2	Drosophila ananassae	fly D.ananassae (14024-0371.13 U. Maryland 2021)	7217	invertebrate
GCF_017639515.1	sCarCar2.pri	Carcharodon carcharias	great white shark	13397	vertebrate
GCF_017639655.1	bFalNau1.pat	Falco naumanni	lesser kestrel (v1 2021 VGP)	148594	birds(L)
GCF_017639655.2	bFalNau1.pat	Falco naumanni	lesser kestrel	148594	birds
GCF_017639745.1	fMelBoe1.pri	Melanotaenia boesemani	Boeseman's rainbowfish	1250792	fish
GCF_017639785.1	BCM_Maur_2.0	Mesocricetus auratus	golden hamster (Baylor 2021)	10036	mammals
GCF_017654505.1	ASM1765450v1	Polyodon spathula	Mississippi paddlefish	7913	vertebrate
GCF_017654675.1	Xenopus_laevis_v10.1	Xenopus laevis	African clawed frog (2021)	8355	vertebrate
GCF_017976325.1	fCheRos1.pri	Chelmon rostratus	copperband butterflyfish	109905	fish
GCF_017976425.1	fToxJac2.pri	Toxotes jaculatrix	banded archerfish	941984	fish
GCF_018143015.1	Lvar_3.0	Lytechinus variegatus	green sea urchin	7654	invertebrate
GCF_018148935.1	ASM1814893v1	Drosophila biarmipes	fly D.biarmipes (Stanford 2021)	125945	invertebrate
GCF_018151105.1	ASM1815110v1	Drosophila obscura	fly D.obscura (Stanford 2021)	7282	invertebrate
GCF_018152115.1	ASM1815211v1	Drosophila rhopaloa	fly D.rhopaloa (Stanford 2021)	1041015	invertebrate
GCF_018152265.1	ASM1815226v1	Drosophila ficusphila	fly D.ficusphila (Stanford 2021)	30025	invertebrate
GCF_018152505.1	ASM1815250v1	Drosophila elegans	fly D.elegans (Stanford 2021)	30023	invertebrate
GCF_018152535.1	ASM1815253v1	Drosophila kikkawai	fly D.kikkawai (Stanford 2021)	30033	invertebrate
GCF_018152695.1	ASM1815269v1	Drosophila takahashii	fly D.takahashii (Stanford 2021)	29030	invertebrate
GCF_018153295.1	ASM1815329v1	Drosophila grimshawi	fly D.grimshawi (Stanford 2021)	7222	invertebrate
GCF_018153725.1	ASM1815372v1	Drosophila mojavensis	fly D.mojavensis (Stanford 2021)	7230	invertebrate
GCF_018153835.1	ASM1815383v1	Drosophila eugracilis	fly D.eugracilis (Stanford 2021)	29029	invertebrate
GCF_018153845.1	ASM1815384v1	Drosophila bipectinata	fly D.bipectinata (Stanford 2021)	42026	invertebrate
GCF_018167655.1	Mior012	Microtus oregoni	creeping vole	111838	mammals
GCF_018294505.1	IWGSC_CS_RefSeq_v2.1	Triticum aestivum	bread wheat (Chinese Spring 2021, UC Davis)	4565	plants
GCF_018296145.1	Otsh_v2.0	Oncorhynchus tshawytscha	Chinook salmon (v2 2021 male)	74940	fish
GCF_018320785.1	ASM1832078v1	Cheilinus undulatus	humphead wrasse	241271	fish
GCF_018340385.1	ASM1834038v1	Cyprinus carpio	common carp SPL01 (2021)	7962	fish
GCF_018340605.1	Asppvi_assembly01	Aspergillus pseudoviridinutans	ascomycetes A.pseudoviridinutans IFM 55266	1517512	fungi
GCF_018345385.1	ASM1834538v1	Vulpes lagopus	Arctic fox (Blue_001 2021 refseq)	494514	mammals
GCF_018350155.1	O.geoffroyi_Oge1_pat1.0	Leopardus geoffroyi	Geoffroy's cat	46844	mammals
GCF_018350175.1	F.catus_Fca126_mat1.0	Felis catus	domestic cat (Fca126 2021 Texas A&M U)	9685	mammals
GCF_018350195.1	P.tigris_Pti1_mat1.1	Panthera tigris	tiger	9694	mammals
GCF_018350215.1	P.leo_Ple1_pat1.1	Panthera leo	lion	9689	mammals
GCF_018398535.1	NCSU_Asbu1	Haplochromis burtoni	Burton's mouthbrooder (NCSU 2021)	8153	fish
GCF_018398675.1	ASM1839867v1	Coregonus clupeaformis	lake whitefish (EN20210322 male 2021 Laval U)	59861	fish
GCF_018404265.1	Aspvir_assembly01	Aspergillus viridinutans	ascomycetes A.viridinutans IFM 47045	75553	fungi
GCF_018446385.1	Zo_v1.1	Zingiber officinale	ginger	94328	plants
GCF_018492685.1	fAloSap1.pri	Alosa sapidissima	American shad	34773	fish
GCF_018687715.1	C.illinoinensisPawnee_v1	Carya illinoinensis	pecan	32201	plants
GCF_018691265.1	T.alba_DEE_v4.0	Tyto alba	barn owl (U. Lausanne 2021)	56313	birds
GCF_018812025.1	ASM1881202v1	Megalobrama amblycephala	Wuchang bream	75352	fish
GCF_018831695.1	ASM1883169v1	Puntigrus tetrazona	Sumatra barb	1606681	fish
GCF_018835915.1	ASM1883591v1	Vigna umbellata	eudicots rice bean (VRB-3 Himshakti 2021)	87088	plants
GCF_018873765.1	Tspe_v1	Telopea speciosissima	New South Wales waratah (Mountain lineage 2021)	54955	plants
GCF_018902025.1	UCI_dwil_1.1	Drosophila willistoni	flies (14030-0811.24 2021)	7260	invertebrate
GCF_018924745.1	UU_Maror_2	Marasmius oreades	fairy-ring mushroom	181124	fungi
GCF_018977255.1	IMCB_Cmil_1.0	Callorhinchus milii	elephant shark (2021)	7868	vertebrate
GCF_018991925.1	GMGI_Hamer_2.0	Homarus americanus	American lobster	6706	invertebrate
GCF_019049425.1	ASM1904942v1	Scheffersomyces spartinae	budding yeast S.spartinae ARV_011	45513	fungi
GCF_019054845.1	ASM1905484v1	Dipodomys spectabilis	banner-tailed kangaroo rat	105255	mammals
GCF_019059575.1	NRLGWU_Aamphi_draft	Amphibalanus amphitrite	crustacean A.amphitrite	1232801	invertebrate
GCF_019112545.1	Guyne1	Guyanagaster necrorhizus MCA 3950	basidiomycetes G.necrorhizus MCA 3950	1450536	fungi
GCF_019175285.1	SceUnd_v1.1	Sceloporus undulatus	fence lizard	8520	vertebrate
GCF_019176455.1	IFAPA_SoseM_1	Solea senegalensis	Senegalese sole	28829	fish
GCF_019186645.2	TTU_PhHast_1.1	Phyllostomus hastatus	greater spear-nosed bat (2021 Texas Tech U)	9423	mammals
GCF_019202785.1	ASM1920278v2	Penaeus chinensis	fleshy prawn (Huanghai No. 1 2021)	139456	invertebrate
GCF_019207285.1	ASM1920728v1	Ogataea haglerorum	budding yeast O.haglerorum 81-453-3	1937702	fungi
GCF_019207475.1	ASM1920747v1	Ogataea angusta	budding yeast O.angusta 61-244	870730	fungi
GCF_019232065.1	USGS_Curo_1.0	Centrocercus urophasianus	greater sage-grouse	9002	birds
GCF_019238085.1	USGS_WTPT01	Lagopus leucura	white-tailed ptarmigan	30410	birds
GCF_019279795.1	PAN1.0	Protopterus annectens	West African lungfish	7888	vertebrate
GCF_019320065.1	ASM1932006v1	Cervus canadensis	elk (wapiti)	1574408	mammals
GCF_019321695.1	ASM1932169v1	Diaporthe batatas	ascomycetes D.batatas	748121	fungi
GCF_019393635.1	mDroGli1.pri	Dromiciops gliroides	monito del monte (2021 VGP)	33562	mammals
GCF_019419815.1	Pyrus_bretschneideri_v1	Pyrus x bretschneideri	Chinese white pear (Hongxiangsu 2021)	225117	plants
GCF_019456465.1	ASM1945646v1	Bacidia gigantensis	ascomycetes B.gigantensis	2732470	fungi
GCF_019457755.1	ASM1945775v1	Venturia canescens	wasp V.canescens	32260	invertebrate
GCF_019578655.1	ASM1957865v1	Ricinus communis	castor bean (wild-type WT05 2021)	3988	plants
GCF_019609905.1	ASM1960990v1	Fusarium poae	ascomycetes F.poae	36050	fungi
GCF_019650295.1	Ck_assembly01	Cercospora kikuchii	ascomycetes C.kikuchii	84275	fungi
GCF_019669845.1	AcreTS7_1	Emericellopsis atlantica	ascomycetes E.atlantica	2614577	fungi
GCF_019740435.1	SWU_Gaff_1.0	Gambusia affinis	western mosquitofish	33528	fish
GCF_019915245.1	ASM1991524v1	Fusarium musae	ascomycetes F.musae	1042133	fungi
GCF_019923935.1	NDDB_SH_1	Bubalus bubalis	water buffalo (Murrah 2021)	89462	mammals
GCF_020080835.1	MPM_Cglom_v2.3	Cotesia glomerata	wasp C.glomerata (CgM1 2021)	32391	invertebrate
GCF_020085105.1	ASM2008510v1	Siniperca chuatsi	mandarin fish	119488	fish
GCF_020137385.1	ASM2013738v1	Morchella sextelata	ascomycetes M.sextelata	1174677	fungi
GCF_020171115.1	ASM_NN_V1	Neogale vison	American mink (M4711 2021 Dalhousie U)	452646	mammals
GCF_020283565.1	ARS_RC_1.1	Trifolium pratense	eudicots red clover (HEN17-A07 2021)	57577	plants
GCF_020360975.1	ASM2036097v1	Hirsutella rhossiliensis	ascomycetes H.rhossiliensis	111463	fungi
GCF_020379485.1	Da-Ae	Brassica napus	rape (Da-Ae 2021)	3708	plants
GCF_020382885.2	fScaArg1.pri	Scatophagus argus	butterfish (2021 G10K VGP)	75038	fish
GCF_020424385.1	ASM2042438v2	Procambarus clarkii	red swamp crayfish (Jiangsu 2021)	6728	invertebrate
GCF_020466585.1	Dpon_F_20191213v2	Dendroctonus ponderosae	mountain pine beetle (2021)	77166	invertebrate
GCF_020497125.1	ASM2049712v1	Mauremys mutica	yellowpond turtle (Southern MM-2020 2021)	74926	vertebrate
GCF_020509005.1	Cfulv_R5_v5	Fulvia fulva	ascomycetes F.fulva	5499	fungi
GCF_020536065.1	ASM2053606v1	Ogataea philodendri	budding yeast O.philodendri	1378263	fungi
GCF_020615455.1	ASM2061545v1	Coregonus clupeaformis	lake whitefish (EN_2021a female 2021 Laval U)	59861	fish
GCF_020623625.1	UHD_SCDLUD_16	Saccharomycodes ludwigii	budding yeast S.ludwigii	36035	fungi
GCF_020631705.1	ASM2063170v1.1	Daphnia magna	crustacean D.magna (NIES Sungkyunkwan U. 2021)	35525	invertebrate
GCF_020726525.1	Truan1	Truncatella angustata	ascomycetes T.angustata	152316	fungi
GCF_020726555.1	Boeex1	Boeremia exigua	ascomycetes B.exigua	749465	fungi
GCF_020736505.1	Altro1	Alternaria rosae	ascomycetes A.rosae	1187941	fungi
GCF_020740605.2	mLemCat1.pri	Lemur catta	ring-tailed lemur (2021 VGP)	9447	primates
GCF_020740685.1	mJacJac1.mat.Y.cur	Jaculus jaculus	lesser Egyptian jerboa (2021 VGP)	51337	mammals
GCF_020740725.1	bCorHaw1.pri.cur	Corvus hawaiiensis	Hawaiian crow (2021 refseq VGP)	134902	birds
GCF_020744255.1	Mictri1	Microdochium trichocladiopsis	ascomycetes M.trichocladiopsis	1682393	fungi
GCF_020744385.1	Fuseq1	Fusarium flagelliforme	ascomycetes F.flagelliforme	2675880	fungi
GCF_020744475.1	Fusre1	Fusarium redolens	ascomycetes F.redolens	48865	fungi
GCF_020744495.1	Fusso1	Fusarium solani	ascomycetes F.solani	169388	fungi
GCF_020796205.1	ASM2079620v1	Ziziphus jujuba var. spinosa	common jujube (AT0 2021)	714518	plants
GCF_020809275.1	ASM2080927v1	Dermatophagoides farinae	American house dust mite (JKM2019 2021)	6954	invertebrate
GCF_020921035.1	ASM2092103v1	Rhodamnia argentea	silver malletwood (NSW1041297 2021)	178133	plants
GCF_020975775.1	gsc_jax_bbear_1.0	Ursus americanus	American black bear (UA15103 2021)	9643	mammals
GCF_021015755.1	Lenedo1	Lentinula edodes	shiitake mushroom	5353	fungi
GCF_021028975.2	MPM_Stown_v2.3	Sphaerodactylus townsendi	Townsend's dwarf sphaero (gecko TG3544 2022)	933632	vertebrate
GCF_021052385.1	Filflo1	Filobasidium floriforme	basidiomycetes F.floriforme	5210	fungi
GCF_021130785.1	UT_GWSS_2.1	Homalodisca vitripennis	glassy-winged sharpshooter (AUS2020 2022)	197043	invertebrate
GCF_021134715.1	ASM2113471v1	Daphnia pulex	common water flea (KAP4 2021)	6669	invertebrate
GCF_021155765.1	iyDipSimi1.1	Diprion similis	hymenopterans (iyDipSimi1 2021)	362088	invertebrate
GCF_021155775.1	iyNeoPine1.1	Neodiprion pinetum	white pine sawfly (iyNeoPine1 2021)	441929	invertebrate
GCF_021155785.1	iyNeoFabr1.1	Neodiprion fabricii	hymenopterans (iyNeoFabr1 2021)	2872261	invertebrate
GCF_021184085.1	OgorEven_v1.0	Oncorhynchus gorbuscha	pink salmon	8017	fish
GCF_021218885.1	Marmota_monax_Labrador192_V1.0	Marmota monax	woodchuck (LI92 2021)	9995	mammals
GCF_021234035.1	SC_F0-13Bv2	Daphnia pulicaria	crustaceans (SC F1-1A 2022)	35523	invertebrate
GCF_021288785.1	ASM2128878v2	Mirounga angustirostris	Northern elephant seal (2021 DNA Zoo)	9716	mammals
GCF_021292245.1	ASM2129224v1	Micropterus dolomieu	smallmouth bass	147949	fish
GCF_021365285.1	Talpro1	Talaromyces proteolyticus	ascomycetes T.proteolyticus	1131652	fungi
GCF_021365365.1	Ilyrob1	Ilyonectria robusta	ascomycetes I.robusta	1079257	fungi
GCF_021461385.2	iqSchPice1.1	Schistocerca piceifrons	Central American locust (TAMUIC-IGC-003096 2022)	274613	invertebrate
GCF_021461395.2	iqSchAmer2.1	Schistocerca americana	American grasshopper (TAMUIC-IGC-003095 2022)	7009	invertebrate
GCF_021462225.1	DD_fGirMul_XY1	Girardinichthys multiradiatus	dark-edged splitfin (DD_20200921_A 2022 VGP)	208333	fish
GCF_021613505.1	UCLA_HA_Equagga_1.0	Equus quagga	plains zebra (Etosha38 2022 UCLA)	89248	mammals
GCF_021653875.1	ASM2165387v1	Nematocida major	microsporidians N.major	1912982	fungi
GCF_021869965.1	sRhiTyp1.1	Rhincodon typus	whale shark (14 2022 Squalomix)	259920	vertebrate
GCF_021901455.1	iyNeoLeco1.1	Neodiprion lecontei	redheaded pine sawfly (iyNeoLeco1 2022)	441921	invertebrate
GCF_021901495.1	iyNeoVirg1.1	Neodiprion virginiana	hymenopterans (iyNeoVirg1 2022)	441943	invertebrate
GCF_021901695.1	Pst134E36_v1_pri	Puccinia striiformis f. sp. tritici	rust fungi P.striiformis f. sp. tritici	168172	fungi
GCF_021917145.1	fHypTra1	Hypomesus transpacificus	delta smelt	137520	fish
GCF_021976095.1	XeniaSp_v1	Xenia sp. Carnegie-2017	soft corals Xenia (Carnegie-2017 2022)	2897299	invertebrate
GCF_022045245.1	ASM2204524v1	Lucilia cuprina	Australian sheep blowfly (Lc7/37 2022)	7375	invertebrate
GCF_022079265.1	mLynRuf1.p	Lynx rufus	bobcat (2022 UCLA)	61384	mammals
GCF_022113875.1	Hydra_105_v3	Hydra vulgaris	swiftwater hydra (105 2022)	6087	invertebrate
GCF_022264815.1	Fomros1	Rhodofomes roseus	basidiomycetes R.roseus CIRM-BRFM 1785	34475	fungi
GCF_022316705.1	sSteFas1.1	Stegostoma fasciatum	zebra shark (6-17 2022 Squalomix)	378071	vertebrate
GCF_022376445.1	Antser1	Antrodia serialis	basidiomycetes A.serialis	139415	fungi
GCF_022376455.1	Epityp1	Epithele typhae	basidiomycetes E.typhae CBS 203.58	378194	fungi
GCF_022379125.1	ASM2237912v1	Scophthalmus maximus	turbot (ysfricsl-2021 2022)	52904	fish
GCF_022458985.1	CIBA_Mcephalus_1.1	Mugil cephalus	flathead mullet	48193	fish
GCF_022478825.1	Dalcal1	Daldinia caldariorum	ascomycetes D.caldariorum	326644	fungi
GCF_022495145.1	Xylbam139988_1	Xylaria bambusicola	ascomycetes X.bambusicola	326684	fungi
GCF_022496945.1	Annmae1	Annulohypoxylon maeteangense	ascomycetes A.maeteangense	1927788	fungi
GCF_022497035.1	Dalver1	Daldinia vernicosa	ascomycetes D.vernicosa	114800	fungi
GCF_022539355.2	HSTE1.2	Hippoglossus stenolepis	Pacific halibut (QCI-W04-F060 2022)	195615	fish
GCF_022539505.1	APGP_CSIRO_Lrig_0.1	Lolium rigidum	monocots annual ryegrass (FL_2022 2022)	89674	plants
GCF_022578515.1	Anntru1	Annulohypoxylon truncatum	ascomycetes A.truncatum	327061	fungi
GCF_022581195.2	ilHelZeax1.1	Helicoverpa zea	corn earworm (HzStark_Cry1AcR 2022)	7113	invertebrate
GCF_022605165.1	ASM2260516v1	Purpureocillium takamizusanense	ascomycetes P.takamizusanense	2060973	fungi
GCF_022655615.1	HZAU_PFXX_2.0	Tachysurus fulvidraco	yellow catfish (hzauxx_2018 2022)	1234273	fish
